id,first_name,last_name,gender,age,visa_type,passport_number,nationality,state,destination country,destination state,entry date,exit date,estimated expenses,transportion mode,degree_type,major,institution,start_date,end_date,visa_sub_type,,,,,,,,,,,,,,,,,,
514,Matilde,Quantrill,F,28,Student,6384587190,Taiwan,,United States,Oklahoma,09/06/23,9/13/2024,$20730.62,air,Master's,Computer Science,University of Central Florida,1/20/2023,09/01/24,,,,,,,,,,,,,,,,,,,
515,Latisha,Secret,F,30,Student,7400388321,Taiwan,,United States,Minnesota,09/09/23,8/24/2023,$19255.90,air,Master's,Computer Science,Brigham Young University,1/15/2023,04/03/25,,,,,,,,,,,,,,,,,,,
516,Shermie,Iles,M,32,Student,7802681928,Taiwan,,United States,Texas,8/26/2023,12/25/2024,$20801.58,air,Master's,Computer Science,Pennsylvania State University Delaware County,1/21/2023,5/18/2024,,,,,,,,,,,,,,,,,,,
517,Alaine,Roxburch,F,31,Student,7801694706,Taiwan,,United States,Texas,08/05/23,3/25/2025,$20521.19,air,Master's,Business Administration,St. Paul's College,1/19/2023,4/28/2025,,,,,,,,,,,,,,,,,,,
518,Baryram,Hackett,M,32,Student,7373223325,Taiwan,,United States,Virginia,8/17/2023,11/11/23,$13754.52,air,Master's,Computer Science,Lamar University,1/23/2023,12/23/2023,,,,,,,,,,,,,,,,,,,
519,Kristy,Stokell,F,31,Student,9820112026,Taiwan,,United States,Minnesota,08/03/23,01/11/23,$19559.77,air,Master's,Computer Science,Eastern College,1/29/2023,5/14/2025,,,,,,,,,,,,,,,,,,,
520,Winthrop,Whitelaw,M,33,Student,6536487901,Taiwan,,United States,Maryland,09/08/23,8/13/2023,$24498.53,air,Master's,Computer Science,Edward Waters College,1/24/2023,2/13/2025,,,,,,,,,,,,,,,,,,,
521,Mabelle,Fawbert,F,19,Student,4286664194,Vietnam,,United States,Texas,09/07/23,3/26/2025,$15337.62,air,Master's,Psychology,Louisiana State University in Shreveport,1/24/2023,05/07/24,,,,,,,,,,,,,,,,,,,
522,Myranda,Baigent,F,24,Student,5257105274,Vietnam,,United States,Ohio,8/23/2023,09/01/24,$13353.54,air,Master's,Computer Science,Molloy College,1/14/2023,4/13/2024,,,,,,,,,,,,,,,,,,,
523,Clywd,Eliasson,M,22,Student,6400618438,Vietnam,,United States,Indiana,08/02/23,10/20/2024,$21932.07,air,Master's,Computer Science,State University of New York Institute of Technology at Utica/Rome,1/29/2023,5/29/2024,,,,,,,,,,,,,,,,,,,
524,Gilda,Kersley,F,23,Student,8373256370,Vietnam,,United States,Florida,09/03/23,1/16/2024,$16187.66,air,Master's,Psychology,Fort Hays State University,01/02/23,10/22/2024,,,,,,,,,,,,,,,,,,,
525,Isabelita,Swadden,F,24,Student,8626697686,Vietnam,,United States,Ohio,8/14/2023,01/09/25,$12162.45,air,Master's,Computer Science,University of Montevallo,01/05/23,02/09/24,,,,,,,,,,,,,,,,,,,
526,Ruthann,Greguol,F,33,Student,3024214288,Vietnam,,United States,District of Columbia,8/19/2023,3/25/2024,$16637.14,air,Master's,Computer Science,Montana State University - Northern,1/29/2023,04/12/24,,,,,,,,,,,,,,,,,,,
527,Arie,Andrejevic,M,32,Student,2775340164,Vietnam,,United States,Oklahoma,09/05/23,1/17/2024,$20169.66,air,Master's,Business Administration,Baker College of Port Huron,01/01/23,5/14/2024,,,,,,,,,,,,,,,,,,,
528,Arabel,Seilmann,F,19,Student,5759439909,Vietnam,,United States,Arkansas,08/05/23,4/18/2025,$10980.90,air,Master's,Business Administration,DePauw University,1/13/2023,4/27/2024,,,,,,,,,,,,,,,,,,,
529,Vale,Hartshorne,M,22,Student,8715415991,Vietnam,,United States,New Mexico,9/13/2023,9/19/2023,$16284.31,air,Master's,Business Administration,National-Louis University,01/02/23,01/05/24,,,,,,,,,,,,,,,,,,,
530,Tabb,Burnyeat,M,19,Student,4294727188,Vietnam,,United States,Missouri,8/24/2023,6/25/2024,$20509.74,air,Master's,Business Administration,"Rasmussen College, Florida Campuses",1/29/2023,5/19/2024,,,,,,,,,,,,,,,,,,,
531,Tani,Crowhurst,F,27,Student,3301811759,Vietnam,,United States,Florida,08/02/23,6/25/2024,$10485.91,air,Master's,Computer Science,Stanford University,01/09/23,12/12/24,,,,,,,,,,,,,,,,,,,
532,Court,Forlong,M,31,Student,5436770342,Vietnam,,United States,North Carolina,8/18/2023,8/29/2023,$13950.10,air,Master's,Business Administration,Western Connecticut State University,1/20/2023,4/17/2024,,,,,,,,,,,,,,,,,,,
533,Byram,Fivey,M,21,Student,5937089932,Vietnam,,United States,District of Columbia,09/05/23,11/20/2024,$24293.86,air,Master's,Psychology,West Virginia University,1/29/2023,1/30/2024,,,,,,,,,,,,,,,,,,,
534,Holly,Krates,F,29,Student,4812119933,Vietnam,,United States,California,08/05/23,2/14/2023,$23634.64,air,Master's,Psychology,Rosemont College,1/25/2023,11/04/24,,,,,,,,,,,,,,,,,,,
535,Casper,Fobidge,M,24,Student,2290983665,Vietnam,,United States,Alaska,09/01/23,1/31/2025,$23834.23,air,Master's,Computer Science,Niagara University,1/28/2023,4/30/2025,,,,,,,,,,,,,,,,,,,
536,Cheslie,Newcomen,F,23,Student,6034946842,Vietnam,,United States,Kansas,8/14/2023,12/30/2024,$24435.29,air,Master's,Computer Science,University of Alabama - Huntsville,1/26/2023,11/16/2024,,,,,,,,,,,,,,,,,,,
537,Hillery,Lauritsen,M,22,Student,1262535269,Vietnam,,United States,Illinois,09/09/23,4/19/2025,$23482.64,air,Master's,Computer Science,Atlanta Christian College,1/13/2023,08/08/24,,,,,,,,,,,,,,,,,,,
538,Orsa,Drever,F,18,Student,1216753619,Vietnam,,United States,Kansas,08/10/23,8/30/2023,$11082.55,air,Master's,Psychology,Bluefield State College,01/10/23,6/13/2024,,,,,,,,,,,,,,,,,,,
539,Zitella,Dann,F,31,Student,2724443305,Vietnam,,United States,Washington,09/02/23,6/28/2023,$13294.43,air,Master's,Computer Science,Taylor University,1/13/2023,04/08/24,,,,,,,,,,,,,,,,,,,
540,Welby,Shorrock,M,32,Student,7737197683,Vietnam,,United States,Virginia,8/18/2023,01/12/24,$10582.02,air,Master's,Computer Science,Marist College,01/01/23,1/21/2025,,,,,,,,,,,,,,,,,,,
541,Sisile,Ebbitt,F,31,Student,5414140245,Vietnam,,United States,Illinois,8/19/2023,03/10/24,$12030.82,air,Master's,Computer Science,Westminster College New Wilmington,01/04/23,8/14/2024,,,,,,,,,,,,,,,,,,,
542,Lindsey,Durtnel,F,22,Student,5477309705,Vietnam,,United States,Virginia,9/13/2023,11/18/2023,$23156.31,air,Master's,Computer Science,Bethany College West Virginia,1/27/2023,12/11/24,,,,,,,,,,,,,,,,,,,
543,Murial,Pool,F,19,Student,1838910037,Vietnam,,United States,Florida,8/18/2023,1/15/2025,$10503.95,air,Master's,Computer Science,St. Andrews Presbyterian College,1/13/2023,3/13/2025,,,,,,,,,,,,,,,,,,,
544,Flynn,Bittlestone,M,19,Student,4290942750,Vietnam,,United States,Pennsylvania,09/04/23,07/01/23,$21051.72,air,Master's,Computer Science,"City University of New York, College of Staten Island",1/25/2023,03/06/25,,,,,,,,,,,,,,,,,,,
545,Even,Kuhwald,M,27,Student,8137350602,Vietnam,,United States,Indiana,09/06/23,1/14/2024,$13430.30,air,Master's,Computer Science,Lamar University,01/05/23,06/08/24,,,,,,,,,,,,,,,,,,,
546,Agnola,Knath,F,23,Student,6770540798,Vietnam,,United States,Arizona,8/29/2023,10/01/23,$17677.22,air,Master's,Computer Science,Kentucky State University,1/25/2023,11/09/24,,,,,,,,,,,,,,,,,,,
547,Crosby,Muneely,M,19,Student,7783416230,Vietnam,,United States,District of Columbia,08/04/23,12/13/2024,$14878.90,air,Master's,Psychology,Eastern Illinois University,01/04/23,12/24/2024,,,,,,,,,,,,,,,,,,,
548,Sasha,Rollitt,F,35,Student,4143210409,Vietnam,,United States,Illinois,08/02/23,9/27/2024,$12479.47,air,Master's,Computer Science,The College of Santa Fe,1/21/2023,8/26/2024,,,,,,,,,,,,,,,,,,,
549,Berky,Brenneke,M,23,Student,9033316321,Vietnam,,United States,Kentucky,09/04/23,08/12/24,$21442.14,air,Master's,Computer Science,Mount Senario College,01/07/23,10/27/2024,,,,,,,,,,,,,,,,,,,
550,Pattin,Littlecote,M,25,Student,1005226614,Vietnam,,United States,Virginia,8/14/2023,03/06/25,$19579.11,air,Master's,Psychology,Immaculata University,01/09/23,3/14/2024,,,,,,,,,,,,,,,,,,,
551,Kerrin,Lesper,F,23,Student,2447596968,Vietnam,,United States,Florida,8/26/2023,02/01/25,$15296.69,air,Master's,Business Administration,University of Massachusetts (System),1/23/2023,05/05/24,,,,,,,,,,,,,,,,,,,
552,Alberto,Moxley,M,33,Student,9893322317,Vietnam,,United States,Texas,09/07/23,01/09/24,$15666.42,air,Master's,Computer Science,Elon College,1/13/2023,03/04/25,,,,,,,,,,,,,,,,,,,
553,Bing,O'Sullivan,M,23,Student,4411162009,Vietnam,,United States,North Carolina,8/29/2023,8/28/2024,$15658.90,air,Master's,Computer Science,Indiana Wesleyan University,01/09/23,11/28/2024,,,,,,,,,,,,,,,,,,,
554,Arvie,Kneesha,M,33,Student,9025535086,Vietnam,,United States,Michigan,08/07/23,2/28/2024,$10775.90,air,Master's,Computer Science,Rochester Institute of Technology,01/06/23,11/13/2024,,,,,,,,,,,,,,,,,,,
555,Roderigo,Jackling,M,33,Student,7313383438,Vietnam,,United States,Texas,8/21/2023,3/15/2023,$22704.72,air,Master's,Computer Science,University of Texas Health Science Center at San Antonio,1/29/2023,8/29/2024,,,,,,,,,,,,,,,,,,,
556,Riobard,McMechan,M,24,Student,6813273058,Vietnam,,United States,Oklahoma,8/16/2023,5/28/2024,$10817.00,air,Master's,Psychology,St. Joseph's College,1/24/2023,3/13/2025,,,,,,,,,,,,,,,,,,,
557,Fernando,Bruckent,M,30,Student,3406130492,Vietnam,,United States,California,08/08/23,08/11/23,$16296.97,air,Master's,Computer Science,Wells College,1/26/2023,7/31/2024,,,,,,,,,,,,,,,,,,,
558,Gretna,Giovanetti,F,27,Student,8972727157,Vietnam,,United States,North Carolina,09/12/23,12/14/2023,$10570.23,air,Master's,Computer Science,Maine Maritime Academy,1/15/2023,3/27/2025,,,,,,,,,,,,,,,,,,,
559,Maggie,Claxton,F,33,Student,4657579120,Vietnam,,United States,Texas,08/06/23,9/16/2023,$16508.73,air,Master's,Computer Science,Central Washington University,01/01/23,7/17/2024,,,,,,,,,,,,,,,,,,,
560,Bernetta,Tinson,F,28,Student,2348139925,Vietnam,,United States,Illinois,9/14/2023,5/24/2023,$21656.27,air,Master's,Business Administration,Husson College,1/20/2023,5/21/2024,,,,,,,,,,,,,,,,,,,
561,Virgil,Moyer,M,33,Student,7160439736,Vietnam,,United States,Kansas,09/11/23,5/29/2024,$16672.93,air,Master's,Computer Science,"City University of New York, Lehman College",1/25/2023,09/01/24,,,,,,,,,,,,,,,,,,,
562,Lanette,Duce,F,19,Student,3416576177,Vietnam,,United States,New York,09/04/23,2/29/2024,$18581.09,air,Master's,Computer Science,Baylor College of Dentistry,1/24/2023,1/27/2024,,,,,,,,,,,,,,,,,,,
563,Alyson,Muldowney,F,25,Student,4329878057,Vietnam,,United States,Florida,08/09/23,11/17/2024,$12916.38,air,Master's,Computer Science,Lake Forest Graduate School of Management,1/27/2023,05/10/25,,,,,,,,,,,,,,,,,,,
564,Jerrylee,Hugonnet,F,34,Student,7803981908,Vietnam,,United States,Hawaii,08/09/23,2/20/2024,$22354.64,air,Master's,Computer Science,Dominican University,01/07/23,10/12/24,,,,,,,,,,,,,,,,,,,
565,Joshuah,Mintoft,M,22,Student,7028277455,Vietnam,,United States,Missouri,8/31/2023,10/17/2024,$20447.05,air,Master's,Computer Science,Santa Clara University,1/13/2023,11/03/24,,,,,,,,,,,,,,,,,,,
566,Lorianna,Aleksandrov,F,31,Student,5183236221,Vietnam,,United States,Arkansas,09/09/23,8/24/2023,$18850.81,air,Master's,Business Administration,Regis College,1/17/2023,05/08/24,,,,,,,,,,,,,,,,,,,
567,Nathanial,Bicksteth,M,32,Student,4519984524,Vietnam,,United States,Pennsylvania,09/01/23,4/22/2024,$22826.21,air,Master's,Computer Science,Colorado State University-Pueblo,1/30/2023,10/09/24,,,,,,,,,,,,,,,,,,,
568,Nolly,Di Iorio,M,28,Student,8093242999,Vietnam,,United States,Colorado,8/21/2023,10/27/2023,$17483.22,air,Master's,Computer Science,Danville Area Community College,1/17/2023,7/13/2024,,,,,,,,,,,,,,,,,,,
569,Lyndel,Janicek,F,22,Student,1011720499,Vietnam,,United States,Connecticut,09/06/23,02/04/24,$12859.59,air,Master's,Computer Science,Regent University,01/04/23,5/24/2024,,,,,,,,,,,,,,,,,,,
570,Curran,Longmuir,M,20,Student,5301800341,Vietnam,,United States,Texas,09/01/23,11/15/2023,$21313.89,air,Master's,Business Administration,Fielding Institute,1/30/2023,08/02/24,,,,,,,,,,,,,,,,,,,
571,Marcello,Lantuff,M,28,Student,5016184118,Vietnam,,United States,Michigan,8/13/2023,10/09/24,$22207.67,air,Master's,Business Administration,California Institute of Technology,1/26/2023,1/20/2024,,,,,,,,,,,,,,,,,,,
572,Graham,Blaxlande,M,26,Student,5478829666,Vietnam,,United States,Arizona,8/31/2023,12/04/24,$24407.93,air,Master's,Business Administration,Rensselaer Polytechnic Institute,1/29/2023,2/24/2024,,,,,,,,,,,,,,,,,,,
573,Ginni,Bessett,F,18,Student,2682658131,Vietnam,,United States,California,09/04/23,11/24/2023,$21252.80,air,Master's,Business Administration,Claflin College,01/12/23,08/11/24,,,,,,,,,,,,,,,,,,,
574,Valry,Sillars,F,23,Student,6822480865,Vietnam,,United States,Pennsylvania,8/17/2023,08/12/23,$15316.56,air,Master's,Computer Science,Ball State University,1/30/2023,12/27/2023,,,,,,,,,,,,,,,,,,,
575,Kizzie,Cardoo,F,24,Student,1757746805,Vietnam,,United States,Mississippi,8/29/2023,04/11/23,$22622.98,air,Master's,Computer Science,St. Mary's University of San Antonio,1/17/2023,5/17/2024,,,,,,,,,,,,,,,,,,,
576,Helenka,Brotherick,F,28,Student,3844606319,Vietnam,,United States,South Dakota,09/03/23,3/26/2023,$19475.66,air,Master's,Computer Science,"Florida Metropolitan University, Tampa College",1/22/2023,3/30/2025,,,,,,,,,,,,,,,,,,,
577,Harley,Duham,M,31,Student,3783712246,Vietnam,,United States,Mississippi,08/12/23,2/16/2024,$20139.79,air,Master's,Computer Science,Goshen College,1/20/2023,12/07/24,,,,,,,,,,,,,,,,,,,
578,Clint,Marishenko,M,22,Student,3120357864,Vietnam,,United States,Ohio,08/10/23,12/08/23,$18388.63,air,Master's,Computer Science,University of Massachusetts at Boston,1/24/2023,3/17/2024,,,,,,,,,,,,,,,,,,,
579,Nollie,Kliemchen,F,23,Student,6790325462,Vietnam,,United States,Florida,8/23/2023,08/01/24,$12312.29,air,Master's,Computer Science,Thunderbird School of Global Management,1/19/2023,1/17/2024,,,,,,,,,,,,,,,,,,,
580,Ilario,Buckenham,M,26,Student,6038995806,Vietnam,,United States,Florida,09/12/23,02/03/23,$19254.12,air,Master's,Psychology,"California State University, Northridge",01/09/23,3/27/2024,,,,,,,,,,,,,,,,,,,
581,Bernarr,Arboine,M,29,Student,1305763425,Vietnam,,United States,Florida,08/10/23,09/07/24,$14207.91,air,Master's,Business Administration,Christendom College,1/14/2023,5/31/2024,,,,,,,,,,,,,,,,,,,
582,Adah,Wozencroft,F,22,Student,9133857266,Vietnam,,United States,Florida,8/14/2023,10/21/2024,$23647.38,air,Master's,Computer Science,College for Lifelong Learning,1/14/2023,11/02/24,,,,,,,,,,,,,,,,,,,
583,Dannie,Hess,M,24,Student,3013176192,Vietnam,,United States,Virginia,09/05/23,4/17/2025,$16622.13,air,Master's,Computer Science,Denver Technical College,01/02/23,1/26/2024,,,,,,,,,,,,,,,,,,,
584,Benoit,Henker,M,27,Student,3275515626,Vietnam,,United States,West Virginia,09/11/23,5/26/2024,$18913.91,air,Master's,Business Administration,Kent State University - Stark,1/15/2023,4/21/2024,,,,,,,,,,,,,,,,,,,
585,Annadiana,Ramshay,F,25,Student,8659022027,Vietnam,,United States,Iowa,08/09/23,08/06/23,$15367.36,air,Master's,Business Administration,Judson College Marion,1/22/2023,08/12/24,,,,,,,,,,,,,,,,,,,
586,Bernhard,Batrim,M,18,Student,8626107817,Vietnam,,United States,District of Columbia,08/11/23,01/11/25,$15266.39,air,Master's,Business Administration,Carroll College Waukesha,01/12/23,3/27/2025,,,,,,,,,,,,,,,,,,,
587,Liv,Rubenczyk,F,31,Student,9500863081,Vietnam,,United States,Texas,09/12/23,10/12/24,$18625.97,air,Master's,Computer Science,Neumann College,01/01/23,03/12/24,,,,,,,,,,,,,,,,,,,
588,Zachary,Statefield,M,35,Student,6539078574,Vietnam,,United States,South Dakota,08/06/23,01/10/24,$19860.64,air,Master's,Business Administration,Letourneau University,01/08/23,2/22/2024,,,,,,,,,,,,,,,,,,,
589,Dan,Fereday,M,22,Student,8880300735,Vietnam,,United States,Alabama,8/18/2023,11/20/2023,$11165.54,air,Master's,Computer Science,Maine Maritime Academy,1/29/2023,1/26/2024,,,,,,,,,,,,,,,,,,,
590,Ashley,Frampton,F,24,Student,7158703851,Vietnam,,United States,Iowa,08/10/23,02/04/25,$11876.84,air,Master's,Business Administration,Roberts Wesleyan College,1/22/2023,5/18/2025,,,,,,,,,,,,,,,,,,,
591,Marja,Colqueran,F,18,Student,1292344569,Vietnam,,United States,South Dakota,9/14/2023,11/15/2024,$23289.22,air,Master's,Business Administration,Union College Kentucky,01/01/23,5/25/2024,,,,,,,,,,,,,,,,,,,
592,Rice,Clapp,M,20,Student,8335880404,Vietnam,,United States,Texas,09/08/23,08/03/23,$24180.69,air,Master's,Computer Science,"Taylor University, Fort Wayne Campus",1/21/2023,8/23/2024,,,,,,,,,,,,,,,,,,,
593,Demeter,Fronczak,F,19,Student,7408815722,Vietnam,,United States,New York,09/09/23,12/02/24,$16225.46,air,Master's,Business Administration,Case Western Reserve University,01/02/23,7/19/2024,,,,,,,,,,,,,,,,,,,
594,Ally,Iacovielli,F,20,Student,1191851871,Vietnam,,United States,Illinois,9/14/2023,12/22/2023,$15757.48,air,Master's,Computer Science,Briar Cliff College,01/08/23,1/16/2025,,,,,,,,,,,,,,,,,,,
595,Wernher,Duckinfield,M,20,Student,9469727761,Vietnam,,United States,California,8/20/2023,10/14/2024,$10068.02,air,Master's,Computer Science,University of Utah,1/22/2023,5/27/2025,,,,,,,,,,,,,,,,,,,
596,Helli,Pautot,F,24,Student,5467817649,Vietnam,,United States,Florida,8/18/2023,07/05/23,$22451.30,air,Master's,Computer Science,Northern Michigan University,1/26/2023,12/01/24,,,,,,,,,,,,,,,,,,,
597,Giffy,Churchyard,M,32,Student,2494982130,Vietnam,,United States,Texas,8/30/2023,07/07/24,$15622.04,air,Master's,Computer Science,New York Film Academy,01/07/23,11/10/24,,,,,,,,,,,,,,,,,,,
598,Katharine,Gaunter,F,34,Student,3116365346,Vietnam,,United States,New York,08/08/23,3/22/2023,$18187.47,air,Master's,Computer Science,Lewis & Clark Community College,01/07/23,5/19/2025,,,,,,,,,,,,,,,,,,,
599,Darla,Yellowlee,F,23,Student,7431036629,Vietnam,,United States,Georgia,09/01/23,3/30/2024,$19114.17,air,Master's,Business Administration,State University of New York College at Purchase,01/09/23,11/08/24,,,,,,,,,,,,,,,,,,,
600,Martin,Freeman,M,29,Student,8960399342,Vietnam,,United States,Louisiana,08/10/23,7/15/2024,$20426.24,air,Master's,Computer Science,"University of California, Irvine",1/25/2023,1/15/2024,,,,,,,,,,,,,,,,,,,
601,Lincoln,Redding,M,19,Student,1207347349,Vietnam,,United States,Colorado,8/23/2023,6/28/2024,$20325.25,air,Master's,Business Administration,The Rockefeller University,1/26/2023,05/11/24,,,,,,,,,,,,,,,,,,,
602,Julee,Carreck,F,28,Student,9304980978,Vietnam,,United States,Louisiana,09/06/23,12/18/2024,$10395.38,air,Master's,Computer Science,University of Wisconsin - Oshkosh,01/02/23,04/12/24,,,,,,,,,,,,,,,,,,,
603,Kassey,Stapylton,F,26,Student,2100245620,Vietnam,,United States,North Carolina,08/10/23,10/30/2024,$21100.03,air,Master's,Business Administration,Goucher College,1/23/2023,5/27/2025,,,,,,,,,,,,,,,,,,,
604,Allyson,Prazer,F,24,Student,6100745961,Vietnam,,United States,New York,09/07/23,11/27/2024,$13104.25,air,Master's,Computer Science,Southern Vermont College,1/13/2023,12/21/2024,,,,,,,,,,,,,,,,,,,
605,Corabelle,Whitaker,F,31,Student,1493794512,Vietnam,,United States,Indiana,8/15/2023,9/18/2023,$12491.10,air,Master's,Business Administration,University of Kentucky,1/29/2023,04/08/25,,,,,,,,,,,,,,,,,,,
606,Danika,Shaefer,F,18,Student,2350751786,Vietnam,,United States,Nevada,8/31/2023,10/27/2023,$12301.78,air,Master's,Psychology,Texas A&M International University,01/01/23,09/01/24,,,,,,,,,,,,,,,,,,,
607,Berkie,Littledike,M,20,Student,1191799810,Vietnam,,United States,Alabama,8/25/2023,05/05/23,$12999.81,air,Master's,Computer Science,Bryn Mawr College,1/22/2023,8/17/2024,,,,,,,,,,,,,,,,,,,
608,Mariette,Katzmann,F,34,Student,4768137730,Vietnam,,United States,Tennessee,09/12/23,12/03/24,$19967.97,air,Master's,Computer Science,Southern Utah University,01/01/23,05/10/25,,,,,,,,,,,,,,,,,,,
609,Edgard,Erni,M,30,Student,2828159477,Vietnam,,United States,Tennessee,8/24/2023,03/01/24,$13944.85,air,Master's,Computer Science,Trinity College of Florida,1/25/2023,1/31/2024,,,,,,,,,,,,,,,,,,,
610,Gisele,Dible,F,26,Student,3362675595,Vietnam,,United States,New Jersey,8/26/2023,1/28/2023,$11429.98,air,Master's,Computer Science,Northwestern University,1/16/2023,4/22/2024,,,,,,,,,,,,,,,,,,,
611,Larisa,Killock,F,32,Student,2311315866,Vietnam,,United States,Texas,8/31/2023,09/01/24,$24186.91,air,Master's,Computer Science,"Arkansas State University, Beebe",1/19/2023,1/31/2025,,,,,,,,,,,,,,,,,,,
